3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  0
3  sending request vote to the follower  1
Commit quorum changed successfully!, time:  1692690370338875443  commit quorum:  [0]
[0]  Meets Latency req:  false  EWMA:  map[0:Id: 0, EWMA: 56485773.336345 1:Id: 1, EWMA: 56417489.832537 2:Id: 2, EWMA: 27119380.112481 4:Id: 4, EWMA: 449854.877943]
3  Leader changing commit quorum:  [4]  time:  1692690374311040830
3  Leader changing EWMA Map:  map[0:Id: 0, EWMA: 56485773.336345 1:Id: 1, EWMA: 56417489.832537 2:Id: 2, EWMA: 27119380.112481 4:Id: 4, EWMA: 449854.877943]
Commit quorum changed successfully!, time:  1692690374338582608  commit quorum:  [4]
2023-08-22 07:46:38.298518918 +0000 UTC m=+43.058004744 ,  2023-08-22 07:46:38.321105087 +0000 UTC m=+43.080590893 ,  22586079
2023-08-22 07:46:38.298494532 +0000 UTC m=+43.057980348 ,  2023-08-22 07:46:38.321074049 +0000 UTC m=+43.080559875 ,  22579066
2023-08-22 07:46:38.298511274 +0000 UTC m=+43.057997090 ,  2023-08-22 07:46:38.321156815 +0000 UTC m=+43.080642611 ,  22645470
2023-08-22 07:46:38.298524749 +0000 UTC m=+43.058010565 ,  2023-08-22 07:46:38.321192311 +0000 UTC m=+43.080678138 ,  22667472
2023-08-22 07:46:38.298549245 +0000 UTC m=+43.058035061 ,  2023-08-22 07:46:38.321194716 +0000 UTC m=+43.080680542 ,  22645381
2023-08-22 07:46:38.298534738 +0000 UTC m=+43.058020544 ,  2023-08-22 07:46:38.32125518 +0000 UTC m=+43.080740996 ,  22720322
2023-08-22 07:46:38.298565756 +0000 UTC m=+43.058051572 ,  2023-08-22 07:46:38.321261812 +0000 UTC m=+43.080747618 ,  22695976
2023-08-22 07:46:38.298588008 +0000 UTC m=+43.058073824 ,  2023-08-22 07:46:38.321295396 +0000 UTC m=+43.080781192 ,  22707318
2023-08-22 07:46:38.298572289 +0000 UTC m=+43.058058105 ,  2023-08-22 07:46:38.321278594 +0000 UTC m=+43.080764390 ,  22706225
2023-08-22 07:46:38.29857321 +0000 UTC m=+43.058059026 ,  2023-08-22 07:46:38.321280357 +0000 UTC m=+43.080766153 ,  22707077
2023-08-22 07:46:38.298594931 +0000 UTC m=+43.058080747 ,  2023-08-22 07:46:38.321299674 +0000 UTC m=+43.080785480 ,  22704663
2023-08-22 07:46:38.298623134 +0000 UTC m=+43.058109041 ,  2023-08-22 07:46:38.321349207 +0000 UTC m=+43.080835003 ,  22725892
2023-08-22 07:46:38.298655005 +0000 UTC m=+43.058140811 ,  2023-08-22 07:46:38.32136677 +0000 UTC m=+43.080852566 ,  22711705
2023-08-22 07:46:38.298646128 +0000 UTC m=+43.058131944 ,  2023-08-22 07:46:38.321374014 +0000 UTC m=+43.080859820 ,  22727806
2023-08-22 07:46:38.298598809 +0000 UTC m=+43.058084625 ,  2023-08-22 07:46:38.321383211 +0000 UTC m=+43.080869007 ,  22784332
2023-08-22 07:46:38.298681895 +0000 UTC m=+43.058167771 ,  2023-08-22 07:46:38.321402047 +0000 UTC m=+43.080887853 ,  22720032
2023-08-22 07:46:38.298644715 +0000 UTC m=+43.058130531 ,  2023-08-22 07:46:38.321339258 +0000 UTC m=+43.080825064 ,  22694393
2023-08-22 07:46:38.298670965 +0000 UTC m=+43.058156791 ,  2023-08-22 07:46:38.321416744 +0000 UTC m=+43.080902550 ,  22745709
2023-08-22 07:46:38.298661537 +0000 UTC m=+43.058147363 ,  2023-08-22 07:46:38.321386046 +0000 UTC m=+43.080871873 ,  22724399
2023-08-22 07:46:38.298634576 +0000 UTC m=+43.058120392 ,  2023-08-22 07:46:38.321433225 +0000 UTC m=+43.080919021 ,  22798569
2023-08-22 07:46:38.298570044 +0000 UTC m=+43.058055871 ,  2023-08-22 07:46:38.321447242 +0000 UTC m=+43.080933038 ,  22877117
2023-08-22 07:46:38.29868461 +0000 UTC m=+43.058170426 ,  2023-08-22 07:46:38.321456109 +0000 UTC m=+43.080941915 ,  22771158
2023-08-22 07:46:38.298722021 +0000 UTC m=+43.058207847 ,  2023-08-22 07:46:38.321473191 +0000 UTC m=+43.080958997 ,  22751100
2023-08-22 07:46:38.298719987 +0000 UTC m=+43.058205813 ,  2023-08-22 07:46:38.321479513 +0000 UTC m=+43.080965319 ,  22759436
2023-08-22 07:46:38.29868951 +0000 UTC m=+43.058175316 ,  2023-08-22 07:46:38.321403419 +0000 UTC m=+43.080889215 ,  22713849
2023-08-22 07:46:38.29872699 +0000 UTC m=+43.058212796 ,  2023-08-22 07:46:38.321467219 +0000 UTC m=+43.080953025 ,  22740179
2023-08-22 07:46:38.29873765 +0000 UTC m=+43.058223466 ,  2023-08-22 07:46:38.321482608 +0000 UTC m=+43.080968404 ,  22744568
2023-08-22 07:46:38.331574945 +0000 UTC m=+43.091060741 ,  2023-08-22 07:46:38.353217136 +0000 UTC m=+43.112702932 ,  21642061
2023-08-22 07:46:38.331570226 +0000 UTC m=+43.091056023 ,  2023-08-22 07:46:38.353239548 +0000 UTC m=+43.112725344 ,  21668950
2023-08-22 07:46:38.331616424 +0000 UTC m=+43.091102260 ,  2023-08-22 07:46:38.353369743 +0000 UTC m=+43.112855539 ,  21752999
2023-08-22 07:46:38.331632183 +0000 UTC m=+43.091117989 ,  2023-08-22 07:46:38.353433063 +0000 UTC m=+43.112918859 ,  21800739
2023-08-22 07:46:38.331629608 +0000 UTC m=+43.091115404 ,  2023-08-22 07:46:38.35342648 +0000 UTC m=+43.112912286 ,  21796592
2023-08-22 07:46:38.331658252 +0000 UTC m=+43.091144068 ,  2023-08-22 07:46:38.353523212 +0000 UTC m=+43.113009009 ,  21864359
2023-08-22 07:46:38.331679623 +0000 UTC m=+43.091165429 ,  2023-08-22 07:46:38.35355887 +0000 UTC m=+43.113044666 ,  21878746
2023-08-22 07:46:38.333272204 +0000 UTC m=+43.092758030 ,  2023-08-22 07:46:38.353648028 +0000 UTC m=+43.113133824 ,  20375453
2023-08-22 07:46:38.333130877 +0000 UTC m=+43.092616693 ,  2023-08-22 07:46:38.353688334 +0000 UTC m=+43.113174130 ,  20556836
2023-08-22 07:46:38.332770238 +0000 UTC m=+43.092256044 ,  2023-08-22 07:46:38.353696679 +0000 UTC m=+43.113182485 ,  20926311
2023-08-22 07:46:38.333221077 +0000 UTC m=+43.092706903 ,  2023-08-22 07:46:38.353810814 +0000 UTC m=+43.113296610 ,  20589337
2023-08-22 07:46:38.333141988 +0000 UTC m=+43.092627794 ,  2023-08-22 07:46:38.353795536 +0000 UTC m=+43.113281332 ,  20653237
2023-08-22 07:46:38.349802832 +0000 UTC m=+43.109288628 ,  2023-08-22 07:46:38.377405534 +0000 UTC m=+43.136891350 ,  27602492
2023-08-22 07:46:38.349825796 +0000 UTC m=+43.109311592 ,  2023-08-22 07:46:38.377453665 +0000 UTC m=+43.136939481 ,  27627809
2023-08-22 07:46:38.349763959 +0000 UTC m=+43.109249765 ,  2023-08-22 07:46:38.377412597 +0000 UTC m=+43.136898413 ,  27648438
2023-08-22 07:46:38.349809545 +0000 UTC m=+43.109295351 ,  2023-08-22 07:46:38.377460007 +0000 UTC m=+43.136945823 ,  27650091
2023-08-22 07:46:38.349845493 +0000 UTC m=+43.109331289 ,  2023-08-22 07:46:38.377526742 +0000 UTC m=+43.137012569 ,  27681179
2023-08-22 07:46:38.349848729 +0000 UTC m=+43.109334555 ,  2023-08-22 07:46:38.377522815 +0000 UTC m=+43.137008641 ,  27673605
2023-08-22 07:46:38.349884376 +0000 UTC m=+43.109370192 ,  2023-08-22 07:46:38.377564283 +0000 UTC m=+43.137050099 ,  27679697
2023-08-22 07:46:38.34990786 +0000 UTC m=+43.109393696 ,  2023-08-22 07:46:38.37756813 +0000 UTC m=+43.137053947 ,  27659950
2023-08-22 07:46:38.350118367 +0000 UTC m=+43.109604193 ,  2023-08-22 07:46:38.377601323 +0000 UTC m=+43.137087149 ,  27482826
2023-08-22 07:46:38.350158342 +0000 UTC m=+43.109644158 ,  2023-08-22 07:46:38.377618135 +0000 UTC m=+43.137103951 ,  27459612
2023-08-22 07:46:38.350206062 +0000 UTC m=+43.109691878 ,  2023-08-22 07:46:38.377640407 +0000 UTC m=+43.137126233 ,  27434245
2023-08-22 07:46:38.350207926 +0000 UTC m=+43.109693752 ,  2023-08-22 07:46:38.377637671 +0000 UTC m=+43.137123488 ,  27429635
2023-08-22 07:46:38.350246428 +0000 UTC m=+43.109732254 ,  2023-08-22 07:46:38.377664402 +0000 UTC m=+43.137150218 ,  27417824
2023-08-22 07:46:38.350232191 +0000 UTC m=+43.109717997 ,  2023-08-22 07:46:38.377677957 +0000 UTC m=+43.137163783 ,  27445676
2023-08-22 07:46:38.35017331 +0000 UTC m=+43.109659126 ,  2023-08-22 07:46:38.377619297 +0000 UTC m=+43.137105113 ,  27445897
2023-08-22 07:46:38.350157571 +0000 UTC m=+43.109643397 ,  2023-08-22 07:46:38.377603457 +0000 UTC m=+43.137089273 ,  27445766
2023-08-22 07:46:38.350249604 +0000 UTC m=+43.109735430 ,  2023-08-22 07:46:38.377715358 +0000 UTC m=+43.137201174 ,  27465644
2023-08-22 07:46:38.350262659 +0000 UTC m=+43.109748455 ,  2023-08-22 07:46:38.37773231 +0000 UTC m=+43.137218136 ,  27469340
2023-08-22 07:46:38.350285953 +0000 UTC m=+43.109771769 ,  2023-08-22 07:46:38.377752157 +0000 UTC m=+43.137237983 ,  27466024
2023-08-22 07:46:38.350248342 +0000 UTC m=+43.109734158 ,  2023-08-22 07:46:38.377705159 +0000 UTC m=+43.137190975 ,  27456727
2023-08-22 07:46:38.350297615 +0000 UTC m=+43.109783431 ,  2023-08-22 07:46:38.377777685 +0000 UTC m=+43.137263491 ,  27479589
2023-08-22 07:46:38.35027408 +0000 UTC m=+43.109759896 ,  2023-08-22 07:46:38.377731608 +0000 UTC m=+43.137217425 ,  27457148
2023-08-22 07:46:38.350296312 +0000 UTC m=+43.109782128 ,  2023-08-22 07:46:38.377754241 +0000 UTC m=+43.137240057 ,  27457829
2023-08-22 07:46:38.350296723 +0000 UTC m=+43.109782519 ,  2023-08-22 07:46:38.377802602 +0000 UTC m=+43.137288408 ,  27505479
2023-08-22 07:46:38.3503215 +0000 UTC m=+43.109807316 ,  2023-08-22 07:46:38.377841215 +0000 UTC m=+43.137327041 ,  27519595
2023-08-22 07:46:38.35034315 +0000 UTC m=+43.109828966 ,  2023-08-22 07:46:38.377856644 +0000 UTC m=+43.137342450 ,  27513414
2023-08-22 07:46:38.350312182 +0000 UTC m=+43.109797998 ,  2023-08-22 07:46:38.37784383 +0000 UTC m=+43.137329646 ,  27531518
2023-08-22 07:46:38.350333602 +0000 UTC m=+43.109819428 ,  2023-08-22 07:46:38.37785427 +0000 UTC m=+43.137340086 ,  27520457
2023-08-22 07:46:38.350338672 +0000 UTC m=+43.109824468 ,  2023-08-22 07:46:38.377893413 +0000 UTC m=+43.137379229 ,  27554531
2023-08-22 07:46:38.350341798 +0000 UTC m=+43.109827634 ,  2023-08-22 07:46:38.377903472 +0000 UTC m=+43.137389298 ,  27561564
2023-08-22 07:46:38.350394016 +0000 UTC m=+43.109879832 ,  2023-08-22 07:46:38.377932086 +0000 UTC m=+43.137417902 ,  27537990
2023-08-22 07:46:38.350329475 +0000 UTC m=+43.109815291 ,  2023-08-22 07:46:38.377930133 +0000 UTC m=+43.137415959 ,  27600547
2023-08-22 07:46:38.350408764 +0000 UTC m=+43.109894610 ,  2023-08-22 07:46:38.377957715 +0000 UTC m=+43.137443541 ,  27548760
2023-08-22 07:46:38.350460752 +0000 UTC m=+43.109946558 ,  2023-08-22 07:46:38.377996307 +0000 UTC m=+43.137482133 ,  27535475
2023-08-22 07:46:38.351679929 +0000 UTC m=+43.111165735 ,  2023-08-22 07:46:38.378032195 +0000 UTC m=+43.137518021 ,  26352156
2023-08-22 07:46:38.350425005 +0000 UTC m=+43.109910821 ,  2023-08-22 07:46:38.37796037 +0000 UTC m=+43.137446166 ,  27535204
2023-08-22 07:46:38.350410607 +0000 UTC m=+43.109896413 ,  2023-08-22 07:46:38.377986779 +0000 UTC m=+43.137472605 ,  27576092
2023-08-22 07:46:38.350471933 +0000 UTC m=+43.109957749 ,  2023-08-22 07:46:38.37803509 +0000 UTC m=+43.137520896 ,  27563077
2023-08-22 07:46:38.382204567 +0000 UTC m=+43.141690373 ,  2023-08-22 07:46:38.406186686 +0000 UTC m=+43.165672512 ,  23981939
2023-08-22 07:46:38.382093908 +0000 UTC m=+43.141579704 ,  2023-08-22 07:46:38.406217815 +0000 UTC m=+43.165703621 ,  24123667
2023-08-22 07:46:38.382228512 +0000 UTC m=+43.141714308 ,  2023-08-22 07:46:38.406281044 +0000 UTC m=+43.165766850 ,  24052161
2023-08-22 07:46:38.382234353 +0000 UTC m=+43.141720159 ,  2023-08-22 07:46:38.406281806 +0000 UTC m=+43.165767632 ,  24047112
2023-08-22 07:46:38.382260863 +0000 UTC m=+43.141746669 ,  2023-08-22 07:46:38.406313475 +0000 UTC m=+43.165799301 ,  24052262
2023-08-22 07:46:38.382261083 +0000 UTC m=+43.141746889 ,  2023-08-22 07:46:38.406348381 +0000 UTC m=+43.165834197 ,  24086987
2023-08-22 07:46:38.382291 +0000 UTC m=+43.141776806 ,  2023-08-22 07:46:38.406345746 +0000 UTC m=+43.165831562 ,  24054526
2023-08-22 07:46:38.382309755 +0000 UTC m=+43.141795571 ,  2023-08-22 07:46:38.406385802 +0000 UTC m=+43.165871618 ,  24075966
2023-08-22 07:46:38.382569134 +0000 UTC m=+43.142054960 ,  2023-08-22 07:46:38.40640077 +0000 UTC m=+43.165886566 ,  23831556
2023-08-22 07:46:38.382561269 +0000 UTC m=+43.142047085 ,  2023-08-22 07:46:38.406386994 +0000 UTC m=+43.165872790 ,  23825484
2023-08-22 07:46:38.382693648 +0000 UTC m=+43.142179464 ,  2023-08-22 07:46:38.406405689 +0000 UTC m=+43.165891515 ,  23711710
2023-08-22 07:46:38.382747249 +0000 UTC m=+43.142233055 ,  2023-08-22 07:46:38.406418102 +0000 UTC m=+43.165903918 ,  23670743
2023-08-22 07:46:38.406297275 +0000 UTC m=+43.165783081 ,  2023-08-22 07:46:38.432705446 +0000 UTC m=+43.192191282 ,  26407940
2023-08-22 07:46:38.406255787 +0000 UTC m=+43.165741613 ,  2023-08-22 07:46:38.432731284 +0000 UTC m=+43.192217130 ,  26475177
2023-08-22 07:46:38.406301342 +0000 UTC m=+43.165787168 ,  2023-08-22 07:46:38.432775387 +0000 UTC m=+43.192261183 ,  26473945
2023-08-22 07:46:38.406307314 +0000 UTC m=+43.165793130 ,  2023-08-22 07:46:38.432779365 +0000 UTC m=+43.192265181 ,  26471700
2023-08-22 07:46:38.406367637 +0000 UTC m=+43.165853453 ,  2023-08-22 07:46:38.43281404 +0000 UTC m=+43.192299836 ,  26446333
2023-08-22 07:46:38.406303516 +0000 UTC m=+43.165789323 ,  2023-08-22 07:46:38.432812808 +0000 UTC m=+43.192298624 ,  26509121
2023-08-22 07:46:38.406507431 +0000 UTC m=+43.165993237 ,  2023-08-22 07:46:38.43285112 +0000 UTC m=+43.192336936 ,  26343369
2023-08-22 07:46:38.406608641 +0000 UTC m=+43.166094467 ,  2023-08-22 07:46:38.432844888 +0000 UTC m=+43.192330715 ,  26236127
2023-08-22 07:46:38.406833164 +0000 UTC m=+43.166318991 ,  2023-08-22 07:46:38.432871759 +0000 UTC m=+43.192357575 ,  26038374
2023-08-22 07:46:38.406836641 +0000 UTC m=+43.166322437 ,  2023-08-22 07:46:38.432864245 +0000 UTC m=+43.192350071 ,  26027534
2023-08-22 07:46:38.406849836 +0000 UTC m=+43.166335642 ,  2023-08-22 07:46:38.432927654 +0000 UTC m=+43.192413490 ,  26077317
2023-08-22 07:46:38.406866638 +0000 UTC m=+43.166352454 ,  2023-08-22 07:46:38.432977298 +0000 UTC m=+43.192463094 ,  26110239
2023-08-22 07:46:38.406847652 +0000 UTC m=+43.166333458 ,  2023-08-22 07:46:38.432979392 +0000 UTC m=+43.192465208 ,  26131269
2023-08-22 07:46:38.406836541 +0000 UTC m=+43.166322347 ,  2023-08-22 07:46:38.432954425 +0000 UTC m=+43.192440231 ,  26117714
2023-08-22 07:46:38.406884401 +0000 UTC m=+43.166370207 ,  2023-08-22 07:46:38.433021431 +0000 UTC m=+43.192507237 ,  26136489
2023-08-22 07:46:38.406872228 +0000 UTC m=+43.166358034 ,  2023-08-22 07:46:38.43305808 +0000 UTC m=+43.192543896 ,  26185752
2023-08-22 07:46:38.406883509 +0000 UTC m=+43.166369335 ,  2023-08-22 07:46:38.433071065 +0000 UTC m=+43.192556861 ,  26187476
2023-08-22 07:46:38.406875544 +0000 UTC m=+43.166361350 ,  2023-08-22 07:46:38.433074501 +0000 UTC m=+43.192560307 ,  26198586
2023-08-22 07:46:38.406902535 +0000 UTC m=+43.166388361 ,  2023-08-22 07:46:38.433104327 +0000 UTC m=+43.192590153 ,  26201562
2023-08-22 07:46:38.406923625 +0000 UTC m=+43.166409431 ,  2023-08-22 07:46:38.433128633 +0000 UTC m=+43.192614429 ,  26204938
2023-08-22 07:46:38.406899269 +0000 UTC m=+43.166385095 ,  2023-08-22 07:46:38.433108275 +0000 UTC m=+43.192594091 ,  26208805
2023-08-22 07:46:38.406936138 +0000 UTC m=+43.166421965 ,  2023-08-22 07:46:38.433161816 +0000 UTC m=+43.192647612 ,  26225597
2023-08-22 07:46:38.406930838 +0000 UTC m=+43.166416655 ,  2023-08-22 07:46:38.433169119 +0000 UTC m=+43.192654915 ,  26238190
2023-08-22 07:46:38.406916361 +0000 UTC m=+43.166402187 ,  2023-08-22 07:46:38.433146447 +0000 UTC m=+43.192632243 ,  26230006
2023-08-22 07:46:38.406961075 +0000 UTC m=+43.166446882 ,  2023-08-22 07:46:38.433211038 +0000 UTC m=+43.192696864 ,  26249802
2023-08-22 07:46:38.406962538 +0000 UTC m=+43.166448354 ,  2023-08-22 07:46:38.433202582 +0000 UTC m=+43.192688399 ,  26239894
2023-08-22 07:46:38.406881325 +0000 UTC m=+43.166367131 ,  2023-08-22 07:46:38.433235995 +0000 UTC m=+43.192721791 ,  26354610
2023-08-22 07:46:38.406917934 +0000 UTC m=+43.166403740 ,  2023-08-22 07:46:38.433258999 +0000 UTC m=+43.192744805 ,  26340824
2023-08-22 07:46:38.406920118 +0000 UTC m=+43.166405914 ,  2023-08-22 07:46:38.433262225 +0000 UTC m=+43.192748051 ,  26342037
2023-08-22 07:46:38.406967878 +0000 UTC m=+43.166453734 ,  2023-08-22 07:46:38.433284046 +0000 UTC m=+43.192769842 ,  26315918
2023-08-22 07:46:38.406953161 +0000 UTC m=+43.166438967 ,  2023-08-22 07:46:38.433289005 +0000 UTC m=+43.192774811 ,  26335584
2023-08-22 07:46:38.407047428 +0000 UTC m=+43.166533244 ,  2023-08-22 07:46:38.433331465 +0000 UTC m=+43.192817271 ,  26283456
2023-08-22 07:46:38.407006431 +0000 UTC m=+43.166492267 ,  2023-08-22 07:46:38.433309063 +0000 UTC m=+43.192794879 ,  26302432
2023-08-22 07:46:38.407017171 +0000 UTC m=+43.166502987 ,  2023-08-22 07:46:38.43331267 +0000 UTC m=+43.192798466 ,  26295419
2023-08-22 07:46:38.406962047 +0000 UTC m=+43.166447863 ,  2023-08-22 07:46:38.433374697 +0000 UTC m=+43.192860523 ,  26412550
2023-08-22 07:46:38.40695823 +0000 UTC m=+43.166444056 ,  2023-08-22 07:46:38.433228752 +0000 UTC m=+43.192714548 ,  26270412
2023-08-22 07:46:38.40702188 +0000 UTC m=+43.166507706 ,  2023-08-22 07:46:38.433407759 +0000 UTC m=+43.192893585 ,  26385749
2023-08-22 07:46:38.407023703 +0000 UTC m=+43.166509520 ,  2023-08-22 07:46:38.4334134 +0000 UTC m=+43.192899226 ,  26389556
2023-08-22 07:46:38.435125145 +0000 UTC m=+43.194610941 ,  2023-08-22 07:46:38.453310502 +0000 UTC m=+43.212796298 ,  18185206
2023-08-22 07:46:38.435079529 +0000 UTC m=+43.194565325 ,  2023-08-22 07:46:38.453311243 +0000 UTC m=+43.212797039 ,  18231604
2023-08-22 07:46:38.435139883 +0000 UTC m=+43.194625679 ,  2023-08-22 07:46:38.453337923 +0000 UTC m=+43.212823729 ,  18197890
2023-08-22 07:46:38.435162876 +0000 UTC m=+43.194648672 ,  2023-08-22 07:46:38.453360496 +0000 UTC m=+43.212846302 ,  18197299
2023-08-22 07:46:38.435129674 +0000 UTC m=+43.194615470 ,  2023-08-22 07:46:38.453340889 +0000 UTC m=+43.212826705 ,  18210844
2023-08-22 07:46:38.435174979 +0000 UTC m=+43.194660785 ,  2023-08-22 07:46:38.453390522 +0000 UTC m=+43.212876318 ,  18215153
2023-08-22 07:46:38.435184227 +0000 UTC m=+43.194670023 ,  2023-08-22 07:46:38.453409949 +0000 UTC m=+43.212895755 ,  18225672
2023-08-22 07:46:38.435145944 +0000 UTC m=+43.194631740 ,  2023-08-22 07:46:38.453366147 +0000 UTC m=+43.212851963 ,  18219752
2023-08-22 07:46:38.435178015 +0000 UTC m=+43.194663811 ,  2023-08-22 07:46:38.453393658 +0000 UTC m=+43.212879454 ,  18215533
2023-08-22 07:46:38.435178356 +0000 UTC m=+43.194664152 ,  2023-08-22 07:46:38.453440116 +0000 UTC m=+43.212925932 ,  18261640
2023-08-22 07:46:38.435204605 +0000 UTC m=+43.194690411 ,  2023-08-22 07:46:38.453448311 +0000 UTC m=+43.212934117 ,  18243656
2023-08-22 07:46:38.43520213 +0000 UTC m=+43.194687926 ,  2023-08-22 07:46:38.453453221 +0000 UTC m=+43.212939017 ,  18251041
2023-08-22 07:46:38.461699218 +0000 UTC m=+43.221185024 ,  2023-08-22 07:46:38.499266437 +0000 UTC m=+43.258752243 ,  37566858
2023-08-22 07:46:38.461752078 +0000 UTC m=+43.221237894 ,  2023-08-22 07:46:38.499307955 +0000 UTC m=+43.258793761 ,  37555686
2023-08-22 07:46:38.461734835 +0000 UTC m=+43.221220652 ,  2023-08-22 07:46:38.499278319 +0000 UTC m=+43.258764115 ,  37543333
2023-08-22 07:46:38.461768639 +0000 UTC m=+43.221254455 ,  2023-08-22 07:46:38.499350325 +0000 UTC m=+43.258836121 ,  37581225
2023-08-22 07:46:38.461760654 +0000 UTC m=+43.221246470 ,  2023-08-22 07:46:38.499317653 +0000 UTC m=+43.258803449 ,  37556829
2023-08-22 07:46:38.461784499 +0000 UTC m=+43.221270325 ,  2023-08-22 07:46:38.499359893 +0000 UTC m=+43.258845689 ,  37575043
2023-08-22 07:46:38.46179538 +0000 UTC m=+43.221281196 ,  2023-08-22 07:46:38.499395329 +0000 UTC m=+43.258881125 ,  37599849
2023-08-22 07:46:38.46180637 +0000 UTC m=+43.221292186 ,  2023-08-22 07:46:38.499472234 +0000 UTC m=+43.258958030 ,  37665574
2023-08-22 07:46:38.462187599 +0000 UTC m=+43.221673405 ,  2023-08-22 07:46:38.499470882 +0000 UTC m=+43.258956688 ,  37282822
2023-08-22 07:46:38.461802473 +0000 UTC m=+43.221288279 ,  2023-08-22 07:46:38.499435655 +0000 UTC m=+43.258921451 ,  37632992
2023-08-22 07:46:38.461791532 +0000 UTC m=+43.221277338 ,  2023-08-22 07:46:38.49937978 +0000 UTC m=+43.258865586 ,  37588158
2023-08-22 07:46:38.462307234 +0000 UTC m=+43.221793060 ,  2023-08-22 07:46:38.499559739 +0000 UTC m=+43.259045535 ,  37251744
2023-08-22 07:46:38.462311943 +0000 UTC m=+43.221797779 ,  2023-08-22 07:46:38.499573736 +0000 UTC m=+43.259059532 ,  37261282
2023-08-22 07:46:38.462292697 +0000 UTC m=+43.221778523 ,  2023-08-22 07:46:38.499531746 +0000 UTC m=+43.259017543 ,  37238679
2023-08-22 07:46:38.462354122 +0000 UTC m=+43.221839949 ,  2023-08-22 07:46:38.499623369 +0000 UTC m=+43.259109175 ,  37268635
2023-08-22 07:46:38.462375132 +0000 UTC m=+43.221860958 ,  2023-08-22 07:46:38.499685797 +0000 UTC m=+43.259171603 ,  37310074
2023-08-22 07:46:38.462330087 +0000 UTC m=+43.221815903 ,  2023-08-22 07:46:38.499577132 +0000 UTC m=+43.259062938 ,  37246965
2023-08-22 07:46:38.462360344 +0000 UTC m=+43.221846150 ,  2023-08-22 07:46:38.499626605 +0000 UTC m=+43.259112401 ,  37266121
2023-08-22 07:46:38.462284361 +0000 UTC m=+43.221770187 ,  2023-08-22 07:46:38.499749537 +0000 UTC m=+43.259235333 ,  37464755
2023-08-22 07:46:38.461785511 +0000 UTC m=+43.221271317 ,  2023-08-22 07:46:38.499441917 +0000 UTC m=+43.258927723 ,  37656336
2023-08-22 07:46:38.462284391 +0000 UTC m=+43.221770207 ,  2023-08-22 07:46:38.499555672 +0000 UTC m=+43.259041468 ,  37271140
2023-08-22 07:46:38.46228364 +0000 UTC m=+43.221769466 ,  2023-08-22 07:46:38.499525675 +0000 UTC m=+43.259011481 ,  37241905
2023-08-22 07:46:38.462415989 +0000 UTC m=+43.221901795 ,  2023-08-22 07:46:38.499746962 +0000 UTC m=+43.259232758 ,  37330823
2023-08-22 07:46:38.462386153 +0000 UTC m=+43.221871949 ,  2023-08-22 07:46:38.499700284 +0000 UTC m=+43.259186080 ,  37314001
2023-08-22 07:46:38.462439022 +0000 UTC m=+43.221924849 ,  2023-08-22 07:46:38.499874663 +0000 UTC m=+43.259360459 ,  37435279
2023-08-22 07:46:38.462369742 +0000 UTC m=+43.221855558 ,  2023-08-22 07:46:38.49991553 +0000 UTC m=+43.259401326 ,  37545407
2023-08-22 07:46:38.462286054 +0000 UTC m=+43.221771860 ,  2023-08-22 07:46:38.499882147 +0000 UTC m=+43.259367953 ,  37595722
2023-08-22 07:46:38.46246412 +0000 UTC m=+43.221949976 ,  2023-08-22 07:46:38.499921922 +0000 UTC m=+43.259407718 ,  37457341
2023-08-22 07:46:38.462482625 +0000 UTC m=+43.221968451 ,  2023-08-22 07:46:38.499959092 +0000 UTC m=+43.259444898 ,  37475976
2023-08-22 07:46:38.462465182 +0000 UTC m=+43.221951008 ,  2023-08-22 07:46:38.499956928 +0000 UTC m=+43.259442724 ,  37491505
2023-08-22 07:46:38.462332422 +0000 UTC m=+43.221818218 ,  2023-08-22 07:46:38.500024214 +0000 UTC m=+43.259510010 ,  37691572
2023-08-22 07:46:38.462311893 +0000 UTC m=+43.221797709 ,  2023-08-22 07:46:38.499994829 +0000 UTC m=+43.259480625 ,  37682575
2023-08-22 07:46:38.462483727 +0000 UTC m=+43.221969543 ,  2023-08-22 07:46:38.49997941 +0000 UTC m=+43.259465216 ,  37494862
2023-08-22 07:46:38.46232653 +0000 UTC m=+43.221812347 ,  2023-08-22 07:46:38.50003774 +0000 UTC m=+43.259523536 ,  37711059
2023-08-22 07:46:38.462344294 +0000 UTC m=+43.221830110 ,  2023-08-22 07:46:38.500144481 +0000 UTC m=+43.259630277 ,  37799907
2023-08-22 07:46:38.462364282 +0000 UTC m=+43.221850108 ,  2023-08-22 07:46:38.500139111 +0000 UTC m=+43.259624917 ,  37773997
2023-08-22 07:46:38.462388207 +0000 UTC m=+43.221874013 ,  2023-08-22 07:46:38.500188905 +0000 UTC m=+43.259674711 ,  37800558
2023-08-22 07:46:38.462400299 +0000 UTC m=+43.221886116 ,  2023-08-22 07:46:38.500270268 +0000 UTC m=+43.259756064 ,  37869607
2023-08-22 07:46:38.482217181 +0000 UTC m=+43.241702987 ,  2023-08-22 07:46:38.506872899 +0000 UTC m=+43.266358725 ,  24655358
2023-08-22 07:46:38.482178448 +0000 UTC m=+43.241664264 ,  2023-08-22 07:46:38.506930598 +0000 UTC m=+43.266416404 ,  24752020
