3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692688295369219718  commit quorum:  [4]
2023-08-22 07:11:59.1932611 +0000 UTC m=+38.923210272 ,  2023-08-22 07:11:59.201863031 +0000 UTC m=+38.931812173 ,  8601561
2023-08-22 07:11:59.193289423 +0000 UTC m=+38.923238565 ,  2023-08-22 07:11:59.201901444 +0000 UTC m=+38.931850586 ,  8611971
2023-08-22 07:11:59.193219151 +0000 UTC m=+38.923168303 ,  2023-08-22 07:11:59.201861699 +0000 UTC m=+38.931810851 ,  8642157
2023-08-22 07:11:59.193345639 +0000 UTC m=+38.923294811 ,  2023-08-22 07:11:59.20192048 +0000 UTC m=+38.931869622 ,  8574480
2023-08-22 07:11:59.19334613 +0000 UTC m=+38.923295282 ,  2023-08-22 07:11:59.201946769 +0000 UTC m=+38.931895911 ,  8600579
2023-08-22 07:11:59.193175378 +0000 UTC m=+38.923124530 ,  2023-08-22 07:11:59.201833135 +0000 UTC m=+38.931782277 ,  8657446
2023-08-22 07:11:59.193292459 +0000 UTC m=+38.923241601 ,  2023-08-22 07:11:59.201885714 +0000 UTC m=+38.931834856 ,  8593185
2023-08-22 07:11:59.193311475 +0000 UTC m=+38.923260647 ,  2023-08-22 07:11:59.201927904 +0000 UTC m=+38.931877046 ,  8616098
2023-08-22 07:11:59.193370285 +0000 UTC m=+38.923319438 ,  2023-08-22 07:11:59.219471467 +0000 UTC m=+38.949420609 ,  26101101
2023-08-22 07:11:59.193359114 +0000 UTC m=+38.923308266 ,  2023-08-22 07:11:59.219476847 +0000 UTC m=+38.949425989 ,  26117423
2023-08-22 07:11:59.19337291 +0000 UTC m=+38.923322052 ,  2023-08-22 07:11:59.219512795 +0000 UTC m=+38.949461937 ,  26139635
2023-08-22 07:11:59.193389191 +0000 UTC m=+38.923338343 ,  2023-08-22 07:11:59.219540417 +0000 UTC m=+38.949489579 ,  26150805
2023-08-22 07:11:59.193410581 +0000 UTC m=+38.923359733 ,  2023-08-22 07:11:59.219553201 +0000 UTC m=+38.949502343 ,  26142510
2023-08-22 07:11:59.19342576 +0000 UTC m=+38.923374912 ,  2023-08-22 07:11:59.219569582 +0000 UTC m=+38.949518724 ,  26143491
2023-08-22 07:11:59.193392177 +0000 UTC m=+38.923341329 ,  2023-08-22 07:11:59.219535828 +0000 UTC m=+38.949484970 ,  26143601
2023-08-22 07:11:59.193416212 +0000 UTC m=+38.923365364 ,  2023-08-22 07:11:59.219577537 +0000 UTC m=+38.949526679 ,  26161245
2023-08-22 07:11:59.193454644 +0000 UTC m=+38.923403817 ,  2023-08-22 07:11:59.219640706 +0000 UTC m=+38.949589848 ,  26185961
2023-08-22 07:11:59.193499319 +0000 UTC m=+38.923448491 ,  2023-08-22 07:11:59.219663088 +0000 UTC m=+38.949612230 ,  26163689
2023-08-22 07:11:59.193430158 +0000 UTC m=+38.923379320 ,  2023-08-22 07:11:59.219598817 +0000 UTC m=+38.949547959 ,  26168579
2023-08-22 07:11:59.193436931 +0000 UTC m=+38.923386083 ,  2023-08-22 07:11:59.21960027 +0000 UTC m=+38.949549412 ,  26163028
2023-08-22 07:11:59.193487597 +0000 UTC m=+38.923436749 ,  2023-08-22 07:11:59.219623043 +0000 UTC m=+38.949572185 ,  26135306
2023-08-22 07:11:59.193415431 +0000 UTC m=+38.923364593 ,  2023-08-22 07:11:59.219555976 +0000 UTC m=+38.949505118 ,  26140395
2023-08-22 07:11:59.193381246 +0000 UTC m=+38.923330388 ,  2023-08-22 07:11:59.219502926 +0000 UTC m=+38.949452068 ,  26121550
2023-08-22 07:11:59.218148073 +0000 UTC m=+38.948097235 ,  2023-08-22 07:11:59.236354075 +0000 UTC m=+38.966303217 ,  18205852
2023-08-22 07:11:59.218177789 +0000 UTC m=+38.948126951 ,  2023-08-22 07:11:59.236392317 +0000 UTC m=+38.966341479 ,  18214238
2023-08-22 07:11:59.218210851 +0000 UTC m=+38.948160003 ,  2023-08-22 07:11:59.236425269 +0000 UTC m=+38.966374431 ,  18214078
2023-08-22 07:11:59.218233163 +0000 UTC m=+38.948182325 ,  2023-08-22 07:11:59.236449244 +0000 UTC m=+38.966398406 ,  18215741
2023-08-22 07:11:59.218282086 +0000 UTC m=+38.948231238 ,  2023-08-22 07:11:59.236481926 +0000 UTC m=+38.966431088 ,  18199590
2023-08-22 07:11:59.21825284 +0000 UTC m=+38.948202012 ,  2023-08-22 07:11:59.236466647 +0000 UTC m=+38.966415799 ,  18213386
2023-08-22 07:11:59.218223185 +0000 UTC m=+38.948172347 ,  2023-08-22 07:11:59.236426261 +0000 UTC m=+38.966375684 ,  18202976
2023-08-22 07:11:59.21810398 +0000 UTC m=+38.948053142 ,  2023-08-22 07:11:59.236355928 +0000 UTC m=+38.966305091 ,  18251618
2023-08-22 07:11:59.218343321 +0000 UTC m=+38.948292473 ,  2023-08-22 07:11:59.236525819 +0000 UTC m=+38.966474961 ,  18182438
2023-08-22 07:11:59.218196474 +0000 UTC m=+38.948145626 ,  2023-08-22 07:11:59.236391566 +0000 UTC m=+38.966340718 ,  18194781
2023-08-22 07:11:59.218295671 +0000 UTC m=+38.948244823 ,  2023-08-22 07:11:59.236493949 +0000 UTC m=+38.966443101 ,  18197917
2023-08-22 07:11:59.218292746 +0000 UTC m=+38.948241908 ,  2023-08-22 07:11:59.236498086 +0000 UTC m=+38.966447238 ,  18204950
2023-08-22 07:11:59.21828968 +0000 UTC m=+38.948238842 ,  2023-08-22 07:11:59.236512764 +0000 UTC m=+38.966461906 ,  18223014
2023-08-22 07:11:59.218299468 +0000 UTC m=+38.948248620 ,  2023-08-22 07:11:59.236515419 +0000 UTC m=+38.966464581 ,  18215490
2023-08-22 07:11:59.218351917 +0000 UTC m=+38.948301079 ,  2023-08-22 07:11:59.236528614 +0000 UTC m=+38.966477776 ,  18176346
2023-08-22 07:11:59.218257519 +0000 UTC m=+38.948206671 ,  2023-08-22 07:11:59.236463201 +0000 UTC m=+38.966412353 ,  18205622
2023-08-22 07:11:59.218228565 +0000 UTC m=+38.948177727 ,  2023-08-22 07:11:59.236450086 +0000 UTC m=+38.966399238 ,  18221060
2023-08-22 07:11:59.218279631 +0000 UTC m=+38.948228793 ,  2023-08-22 07:11:59.236481225 +0000 UTC m=+38.966430387 ,  18200802
2023-08-22 07:11:59.230507296 +0000 UTC m=+38.960456438 ,  2023-08-22 07:11:59.248509574 +0000 UTC m=+38.978458726 ,  18002188
2023-08-22 07:11:59.230510261 +0000 UTC m=+38.960459403 ,  2023-08-22 07:11:59.248538208 +0000 UTC m=+38.978487370 ,  18026584
2023-08-22 07:11:59.230563612 +0000 UTC m=+38.960512754 ,  2023-08-22 07:11:59.248558967 +0000 UTC m=+38.978508119 ,  17995285
2023-08-22 07:11:59.230577518 +0000 UTC m=+38.960526660 ,  2023-08-22 07:11:59.248590917 +0000 UTC m=+38.978540069 ,  18013299
2023-08-22 07:11:59.230599289 +0000 UTC m=+38.960548431 ,  2023-08-22 07:11:59.248616926 +0000 UTC m=+38.978566088 ,  18017537
2023-08-22 07:11:59.230558121 +0000 UTC m=+38.960507273 ,  2023-08-22 07:11:59.248558696 +0000 UTC m=+38.978507858 ,  18000425
2023-08-22 07:11:59.230644835 +0000 UTC m=+38.960593977 ,  2023-08-22 07:11:59.248671208 +0000 UTC m=+38.978620360 ,  18026293
2023-08-22 07:11:59.230684079 +0000 UTC m=+38.960633221 ,  2023-08-22 07:11:59.248695103 +0000 UTC m=+38.978644265 ,  18010854
2023-08-22 07:11:59.230781492 +0000 UTC m=+38.960730644 ,  2023-08-22 07:11:59.248716524 +0000 UTC m=+38.978665686 ,  17934962
2023-08-22 07:11:59.230558502 +0000 UTC m=+38.960507654 ,  2023-08-22 07:11:59.248599543 +0000 UTC m=+38.978548705 ,  18040871
2023-08-22 07:11:59.23063704 +0000 UTC m=+38.960586182 ,  2023-08-22 07:11:59.24865066 +0000 UTC m=+38.978599812 ,  18013570
2023-08-22 07:11:59.230622603 +0000 UTC m=+38.960571755 ,  2023-08-22 07:11:59.248656541 +0000 UTC m=+38.978605703 ,  18033567
2023-08-22 07:11:59.230647921 +0000 UTC m=+38.960597063 ,  2023-08-22 07:11:59.248676508 +0000 UTC m=+38.978625670 ,  18028507
2023-08-22 07:11:59.230596874 +0000 UTC m=+38.960546016 ,  2023-08-22 07:11:59.248617687 +0000 UTC m=+38.978566850 ,  18020723
2023-08-22 07:11:59.230690942 +0000 UTC m=+38.960640104 ,  2023-08-22 07:11:59.248698961 +0000 UTC m=+38.978648113 ,  18007929
2023-08-22 07:11:59.230615329 +0000 UTC m=+38.960564481 ,  2023-08-22 07:11:59.248637485 +0000 UTC m=+38.978586637 ,  18021955
2023-08-22 07:11:59.230728573 +0000 UTC m=+38.960677725 ,  2023-08-22 07:11:59.248715572 +0000 UTC m=+38.978664734 ,  17986809
2023-08-22 07:11:59.24835911 +0000 UTC m=+38.978308272 ,  2023-08-22 07:11:59.266609075 +0000 UTC m=+38.996558227 ,  18249825
2023-08-22 07:11:59.248313174 +0000 UTC m=+38.978262336 ,  2023-08-22 07:11:59.26661704 +0000 UTC m=+38.996566182 ,  18303475
2023-08-22 07:11:59.248387884 +0000 UTC m=+38.978337046 ,  2023-08-22 07:11:59.266636196 +0000 UTC m=+38.996585338 ,  18248212
2023-08-22 07:11:59.248416639 +0000 UTC m=+38.978365801 ,  2023-08-22 07:11:59.266635074 +0000 UTC m=+38.996584226 ,  18218305
2023-08-22 07:11:59.24847025 +0000 UTC m=+38.978419412 ,  2023-08-22 07:11:59.266656625 +0000 UTC m=+38.996605767 ,  18186204
2023-08-22 07:11:59.248418001 +0000 UTC m=+38.978367163 ,  2023-08-22 07:11:59.266659089 +0000 UTC m=+38.996608231 ,  18240988
2023-08-22 07:11:59.248494846 +0000 UTC m=+38.978444008 ,  2023-08-22 07:11:59.266685539 +0000 UTC m=+38.996634681 ,  18190533
2023-08-22 07:11:59.248471121 +0000 UTC m=+38.978420293 ,  2023-08-22 07:11:59.266686872 +0000 UTC m=+38.996636014 ,  18215631
2023-08-22 07:11:59.248501519 +0000 UTC m=+38.978450661 ,  2023-08-22 07:11:59.266703503 +0000 UTC m=+38.996652645 ,  18201934
2023-08-22 07:11:59.248505496 +0000 UTC m=+38.978454658 ,  2023-08-22 07:11:59.266705627 +0000 UTC m=+38.996654779 ,  18200031
2023-08-22 07:11:59.24850751 +0000 UTC m=+38.978456672 ,  2023-08-22 07:11:59.266721327 +0000 UTC m=+38.996670469 ,  18213747
2023-08-22 07:11:59.248524582 +0000 UTC m=+38.978473744 ,  2023-08-22 07:11:59.266722359 +0000 UTC m=+38.996671501 ,  18197386
2023-08-22 07:11:59.248532938 +0000 UTC m=+38.978482100 ,  2023-08-22 07:11:59.266758507 +0000 UTC m=+38.996707649 ,  18225298
2023-08-22 07:11:59.248499515 +0000 UTC m=+38.978448677 ,  2023-08-22 07:11:59.266754429 +0000 UTC m=+38.996703581 ,  18254834
2023-08-22 07:11:59.248631063 +0000 UTC m=+38.978580215 ,  2023-08-22 07:11:59.266773826 +0000 UTC m=+38.996722968 ,  18142672
2023-08-22 07:11:59.265239504 +0000 UTC m=+38.995188646 ,  2023-08-22 07:11:59.287421289 +0000 UTC m=+39.017370441 ,  22181695
2023-08-22 07:11:59.265261876 +0000 UTC m=+38.995211038 ,  2023-08-22 07:11:59.287452117 +0000 UTC m=+39.017401269 ,  22189750
2023-08-22 07:11:59.265241788 +0000 UTC m=+38.995190940 ,  2023-08-22 07:11:59.287450434 +0000 UTC m=+39.017399596 ,  22208215
2023-08-22 07:11:59.265269731 +0000 UTC m=+38.995218873 ,  2023-08-22 07:11:59.287502893 +0000 UTC m=+39.017452065 ,  22232841
2023-08-22 07:11:59.265206482 +0000 UTC m=+38.995155624 ,  2023-08-22 07:11:59.287423694 +0000 UTC m=+39.017372846 ,  22217011
2023-08-22 07:11:59.265315918 +0000 UTC m=+38.995265060 ,  2023-08-22 07:11:59.287541546 +0000 UTC m=+39.017490698 ,  22225517
2023-08-22 07:11:59.265305198 +0000 UTC m=+38.995254340 ,  2023-08-22 07:11:59.287552516 +0000 UTC m=+39.017501678 ,  22247248
2023-08-22 07:11:59.265338861 +0000 UTC m=+38.995288013 ,  2023-08-22 07:11:59.287578024 +0000 UTC m=+39.017527176 ,  22239063
2023-08-22 07:11:59.265328321 +0000 UTC m=+38.995277503 ,  2023-08-22 07:11:59.287583745 +0000 UTC m=+39.017532897 ,  22255234
2023-08-22 07:11:59.265371953 +0000 UTC m=+38.995321116 ,  2023-08-22 07:11:59.287619953 +0000 UTC m=+39.017569115 ,  22247909
2023-08-22 07:11:59.265265002 +0000 UTC m=+38.995214144 ,  2023-08-22 07:11:59.287515597 +0000 UTC m=+39.017464759 ,  22250455
2023-08-22 07:11:59.265355893 +0000 UTC m=+38.995305075 ,  2023-08-22 07:11:59.287596609 +0000 UTC m=+39.017545772 ,  22240326
2023-08-22 07:11:59.265342688 +0000 UTC m=+38.995291850 ,  2023-08-22 07:11:59.287599896 +0000 UTC m=+39.017549048 ,  22256697
2023-08-22 07:11:59.265381812 +0000 UTC m=+38.995330974 ,  2023-08-22 07:11:59.287669577 +0000 UTC m=+39.017618739 ,  22287545
2023-08-22 07:11:59.265368767 +0000 UTC m=+38.995317909 ,  2023-08-22 07:11:59.287636114 +0000 UTC m=+39.017585326 ,  22267277
2023-08-22 07:11:59.265403112 +0000 UTC m=+38.995352254 ,  2023-08-22 07:11:59.287707098 +0000 UTC m=+39.017656240 ,  22303926
2023-08-22 07:11:59.265381071 +0000 UTC m=+38.995330253 ,  2023-08-22 07:11:59.28769245 +0000 UTC m=+39.017641672 ,  22311249
2023-08-22 07:11:59.265358258 +0000 UTC m=+38.995307420 ,  2023-08-22 07:11:59.287704112 +0000 UTC m=+39.017653264 ,  22345754
2023-08-22 07:11:59.277627761 +0000 UTC m=+39.007576903 ,  2023-08-22 07:11:59.287732536 +0000 UTC m=+39.017681698 ,  10104694
2023-08-22 07:11:59.277640455 +0000 UTC m=+39.007589597 ,  2023-08-22 07:11:59.301271462 +0000 UTC m=+39.031220614 ,  23630927
2023-08-22 07:11:59.277630496 +0000 UTC m=+39.007579638 ,  2023-08-22 07:11:59.301273876 +0000 UTC m=+39.031223028 ,  23643240
2023-08-22 07:11:59.277645294 +0000 UTC m=+39.007594436 ,  2023-08-22 07:11:59.301304334 +0000 UTC m=+39.031253486 ,  23658889
2023-08-22 07:11:59.277666364 +0000 UTC m=+39.007615516 ,  2023-08-22 07:11:59.301335853 +0000 UTC m=+39.031285015 ,  23669389
2023-08-22 07:11:59.27766437 +0000 UTC m=+39.007613512 ,  2023-08-22 07:11:59.30133437 +0000 UTC m=+39.031283522 ,  23669930
2023-08-22 07:11:59.277701049 +0000 UTC m=+39.007650191 ,  2023-08-22 07:11:59.301375448 +0000 UTC m=+39.031324600 ,  23674298
2023-08-22 07:11:59.277697663 +0000 UTC m=+39.007646805 ,  2023-08-22 07:11:59.30137131 +0000 UTC m=+39.031320472 ,  23673587
2023-08-22 07:11:59.277702702 +0000 UTC m=+39.007651844 ,  2023-08-22 07:11:59.301393602 +0000 UTC m=+39.031342764 ,  23690840
2023-08-22 07:11:59.277684538 +0000 UTC m=+39.007633680 ,  2023-08-22 07:11:59.301360099 +0000 UTC m=+39.031309251 ,  23675461
2023-08-22 07:11:59.27764323 +0000 UTC m=+39.007592372 ,  2023-08-22 07:11:59.301306007 +0000 UTC m=+39.031255159 ,  23662687
2023-08-22 07:11:59.27768029 +0000 UTC m=+39.007629442 ,  2023-08-22 07:11:59.301359838 +0000 UTC m=+39.031308990 ,  23679458
2023-08-22 07:11:59.277738049 +0000 UTC m=+39.007687191 ,  2023-08-22 07:11:59.301427806 +0000 UTC m=+39.031376958 ,  23689697
2023-08-22 07:11:59.277713743 +0000 UTC m=+39.007662885 ,  2023-08-22 07:11:59.30141367 +0000 UTC m=+39.031362822 ,  23699867
2023-08-22 07:11:59.277748118 +0000 UTC m=+39.007697260 ,  2023-08-22 07:11:59.301425191 +0000 UTC m=+39.031374333 ,  23677013
2023-08-22 07:11:59.277709275 +0000 UTC m=+39.007658417 ,  2023-08-22 07:11:59.301395165 +0000 UTC m=+39.031344317 ,  23685830
2023-08-22 07:11:59.277719163 +0000 UTC m=+39.007668306 ,  2023-08-22 07:11:59.30140862 +0000 UTC m=+39.031357772 ,  23689366
2023-08-22 07:11:59.296073164 +0000 UTC m=+39.026022327 ,  2023-08-22 07:11:59.318188915 +0000 UTC m=+39.048138057 ,  22115450
2023-08-22 07:11:59.296074417 +0000 UTC m=+39.026023569 ,  2023-08-22 07:11:59.31821256 +0000 UTC m=+39.048161712 ,  22138093
2023-08-22 07:11:59.296124762 +0000 UTC m=+39.026073914 ,  2023-08-22 07:11:59.318235413 +0000 UTC m=+39.048184555 ,  22110591
2023-08-22 07:11:59.296106618 +0000 UTC m=+39.026055760 ,  2023-08-22 07:11:59.318251323 +0000 UTC m=+39.048200475 ,  22144304
2023-08-22 07:11:59.296126355 +0000 UTC m=+39.026075517 ,  2023-08-22 07:11:59.318270709 +0000 UTC m=+39.048219861 ,  22144294
2023-08-22 07:11:59.296128729 +0000 UTC m=+39.026077881 ,  2023-08-22 07:11:59.318284966 +0000 UTC m=+39.048234108 ,  22156157
2023-08-22 07:11:59.29609712 +0000 UTC m=+39.026046272 ,  2023-08-22 07:11:59.318216337 +0000 UTC m=+39.048165479 ,  22119007
2023-08-22 07:11:59.296031937 +0000 UTC m=+39.025981089 ,  2023-08-22 07:11:59.318191751 +0000 UTC m=+39.048140903 ,  22159743
2023-08-22 07:11:59.296180958 +0000 UTC m=+39.026130120 ,  2023-08-22 07:11:59.318321615 +0000 UTC m=+39.048270757 ,  22140597
2023-08-22 07:11:59.296112579 +0000 UTC m=+39.026061741 ,  2023-08-22 07:11:59.318283073 +0000 UTC m=+39.048232215 ,  22170363
2023-08-22 07:11:59.296196998 +0000 UTC m=+39.026146150 ,  2023-08-22 07:11:59.318341292 +0000 UTC m=+39.048290444 ,  22144244
2023-08-22 07:11:59.296145471 +0000 UTC m=+39.026094623 ,  2023-08-22 07:11:59.318262835 +0000 UTC m=+39.048211977 ,  22117083
2023-08-22 07:11:59.296193992 +0000 UTC m=+39.026143144 ,  2023-08-22 07:11:59.318342635 +0000 UTC m=+39.048291777 ,  22148563
2023-08-22 07:11:59.296209321 +0000 UTC m=+39.026158473 ,  2023-08-22 07:11:59.318349768 +0000 UTC m=+39.048298910 ,  22140387
2023-08-22 07:11:59.296191027 +0000 UTC m=+39.026140189 ,  2023-08-22 07:11:59.318320523 +0000 UTC m=+39.048269665 ,  22129126
2023-08-22 07:11:59.316234933 +0000 UTC m=+39.046184075 ,  2023-08-22 07:11:59.338904166 +0000 UTC m=+39.068853328 ,  22668913
2023-08-22 07:11:59.316268255 +0000 UTC m=+39.046217417 ,  2023-08-22 07:11:59.338945053 +0000 UTC m=+39.068894216 ,  22676438
2023-08-22 07:11:59.316267965 +0000 UTC m=+39.046217117 ,  2023-08-22 07:11:59.33898012 +0000 UTC m=+39.068929272 ,  22712095
2023-08-22 07:11:59.316322127 +0000 UTC m=+39.046271289 ,  2023-08-22 07:11:59.338995919 +0000 UTC m=+39.068945071 ,  22673722
2023-08-22 07:11:59.316318199 +0000 UTC m=+39.046267372 ,  2023-08-22 07:11:59.339012541 +0000 UTC m=+39.068961693 ,  22694251
2023-08-22 07:11:59.316326205 +0000 UTC m=+39.046275357 ,  2023-08-22 07:11:59.339036245 +0000 UTC m=+39.068985397 ,  22709980
2023-08-22 07:11:59.316350921 +0000 UTC m=+39.046300093 ,  2023-08-22 07:11:59.339058107 +0000 UTC m=+39.069007259 ,  22706995
2023-08-22 07:11:59.316250652 +0000 UTC m=+39.046199814 ,  2023-08-22 07:11:59.338955734 +0000 UTC m=+39.068904876 ,  22704641
2023-08-22 07:11:59.316396748 +0000 UTC m=+39.046345910 ,  2023-08-22 07:11:59.339077293 +0000 UTC m=+39.069026445 ,  22680465
2023-08-22 07:11:59.316385797 +0000 UTC m=+39.046334969 ,  2023-08-22 07:11:59.339093553 +0000 UTC m=+39.069042715 ,  22707626
2023-08-22 07:11:59.316400184 +0000 UTC m=+39.046349326 ,  2023-08-22 07:11:59.339107299 +0000 UTC m=+39.069056461 ,  22706945
2023-08-22 07:11:59.31639286 +0000 UTC m=+39.046342012 ,  2023-08-22 07:11:59.339126115 +0000 UTC m=+39.069075277 ,  22733145
2023-08-22 07:11:59.316195338 +0000 UTC m=+39.046144490 ,  2023-08-22 07:11:59.338910378 +0000 UTC m=+39.068859530 ,  22714890
2023-08-22 07:11:59.330244025 +0000 UTC m=+39.060193167 ,  2023-08-22 07:11:59.339145792 +0000 UTC m=+39.069094944 ,  8901707
2023-08-22 07:11:59.316405013 +0000 UTC m=+39.046354165 ,  2023-08-22 07:11:59.339109503 +0000 UTC m=+39.069058655 ,  22704380
2023-08-22 07:11:59.316364467 +0000 UTC m=+39.046313619 ,  2023-08-22 07:11:59.339058177 +0000 UTC m=+39.069007339 ,  22693620
2023-08-22 07:11:59.316432355 +0000 UTC m=+39.046381497 ,  2023-08-22 07:11:59.33912893 +0000 UTC m=+39.069078072 ,  22696485
2023-08-22 07:11:59.316319983 +0000 UTC m=+39.046269145 ,  2023-08-22 07:11:59.339029753 +0000 UTC m=+39.068978905 ,  22709700
2023-08-22 07:11:59.316279336 +0000 UTC m=+39.046228498 ,  2023-08-22 07:11:59.338979238 +0000 UTC m=+39.068928400 ,  22699551
2023-08-22 07:11:59.316439999 +0000 UTC m=+39.046389141 ,  2023-08-22 07:11:59.33914489 +0000 UTC m=+39.069094042 ,  22704621
2023-08-22 07:11:59.330985111 +0000 UTC m=+39.060934263 ,  2023-08-22 07:11:59.353407811 +0000 UTC m=+39.083356963 ,  22422590
2023-08-22 07:11:59.33103193 +0000 UTC m=+39.060981072 ,  2023-08-22 07:11:59.353441975 +0000 UTC m=+39.083391127 ,  22409855
2023-08-22 07:11:59.331014627 +0000 UTC m=+39.060963769 ,  2023-08-22 07:11:59.353405647 +0000 UTC m=+39.083354799 ,  22390960
2023-08-22 07:11:59.331113233 +0000 UTC m=+39.061062385 ,  2023-08-22 07:11:59.353488513 +0000 UTC m=+39.083437675 ,  22375190
2023-08-22 07:11:59.331066204 +0000 UTC m=+39.061015346 ,  2023-08-22 07:11:59.353467613 +0000 UTC m=+39.083416775 ,  22401269
2023-08-22 07:11:59.331082735 +0000 UTC m=+39.061031887 ,  2023-08-22 07:11:59.353465369 +0000 UTC m=+39.083414511 ,  22382584
2023-08-22 07:11:59.331189807 +0000 UTC m=+39.061138949 ,  2023-08-22 07:11:59.353563945 +0000 UTC m=+39.083513097 ,  22374068
2023-08-22 07:11:59.331168707 +0000 UTC m=+39.061117849 ,  2023-08-22 07:11:59.353613809 +0000 UTC m=+39.083562961 ,  22445052
2023-08-22 07:11:59.331220475 +0000 UTC m=+39.061169617 ,  2023-08-22 07:11:59.353635249 +0000 UTC m=+39.083584411 ,  22414704
2023-08-22 07:11:59.331258677 +0000 UTC m=+39.061207819 ,  2023-08-22 07:11:59.353650057 +0000 UTC m=+39.083599209 ,  22391290
2023-08-22 07:11:59.331046698 +0000 UTC m=+39.060995840 ,  2023-08-22 07:11:59.353438869 +0000 UTC m=+39.083388031 ,  22392031
2023-08-22 07:11:59.331097944 +0000 UTC m=+39.061047086 ,  2023-08-22 07:11:59.35353996 +0000 UTC m=+39.083489102 ,  22441976
2023-08-22 07:11:59.331205797 +0000 UTC m=+39.061154939 ,  2023-08-22 07:11:59.35364109 +0000 UTC m=+39.083590242 ,  22435173
2023-08-22 07:11:59.331285548 +0000 UTC m=+39.061234700 ,  2023-08-22 07:11:59.353671938 +0000 UTC m=+39.083621101 ,  22386280
2023-08-22 07:11:59.331236635 +0000 UTC m=+39.061185778 ,  2023-08-22 07:11:59.35365178 +0000 UTC m=+39.083600943 ,  22414734
2023-08-22 07:11:59.347070477 +0000 UTC m=+39.077019629 ,  2023-08-22 07:11:59.371156922 +0000 UTC m=+39.101106084 ,  24086284
2023-08-22 07:11:59.347079644 +0000 UTC m=+39.077028796 ,  2023-08-22 07:11:59.371191978 +0000 UTC m=+39.101141140 ,  24112143
2023-08-22 07:11:59.347120681 +0000 UTC m=+39.077069843 ,  2023-08-22 07:11:59.371218347 +0000 UTC m=+39.101167509 ,  24097586
2023-08-22 07:11:59.347150938 +0000 UTC m=+39.077100090 ,  2023-08-22 07:11:59.371239217 +0000 UTC m=+39.101188389 ,  24088139
2023-08-22 07:11:59.347088661 +0000 UTC m=+39.077037803 ,  2023-08-22 07:11:59.371195364 +0000 UTC m=+39.101144516 ,  24106322
2023-08-22 07:11:59.347139306 +0000 UTC m=+39.077088469 ,  2023-08-22 07:11:59.371275816 +0000 UTC m=+39.101224968 ,  24136409
2023-08-22 07:11:59.347064666 +0000 UTC m=+39.077013808 ,  2023-08-22 07:11:59.371167311 +0000 UTC m=+39.101116473 ,  24102575
2023-08-22 07:11:59.347181165 +0000 UTC m=+39.077130307 ,  2023-08-22 07:11:59.371319869 +0000 UTC m=+39.101269041 ,  24138553
2023-08-22 07:11:59.347174613 +0000 UTC m=+39.077123765 ,  2023-08-22 07:11:59.371289802 +0000 UTC m=+39.101238954 ,  24115099
2023-08-22 07:11:59.347099632 +0000 UTC m=+39.077048794 ,  2023-08-22 07:11:59.37121963 +0000 UTC m=+39.101168792 ,  24119918
2023-08-22 07:11:59.347172178 +0000 UTC m=+39.077121330 ,  2023-08-22 07:11:59.371297887 +0000 UTC m=+39.101247039 ,  24125619
2023-08-22 07:11:59.347177599 +0000 UTC m=+39.077126751 ,  2023-08-22 07:11:59.371375524 +0000 UTC m=+39.101324676 ,  24197564
2023-08-22 07:11:59.347232652 +0000 UTC m=+39.077181804 ,  2023-08-22 07:11:59.371406041 +0000 UTC m=+39.101355203 ,  24173079
2023-08-22 07:11:59.347190293 +0000 UTC m=+39.077139445 ,  2023-08-22 07:11:59.371392365 +0000 UTC m=+39.101341527 ,  24201632
2023-08-22 07:11:59.347182728 +0000 UTC m=+39.077131890 ,  2023-08-22 07:11:59.371390011 +0000 UTC m=+39.101339183 ,  24207193
2023-08-22 07:11:59.36788227 +0000 UTC m=+39.097831432 ,  2023-08-22 07:11:59.383552553 +0000 UTC m=+39.113501705 ,  15670203
2023-08-22 07:11:59.367885025 +0000 UTC m=+39.097834187 ,  2023-08-22 07:11:59.38357759 +0000 UTC m=+39.113526752 ,  15692485
2023-08-22 07:11:59.367929108 +0000 UTC m=+39.097878260 ,  2023-08-22 07:11:59.383604942 +0000 UTC m=+39.113554084 ,  15675774
2023-08-22 07:11:59.367833378 +0000 UTC m=+39.097782540 ,  2023-08-22 07:11:59.383553094 +0000 UTC m=+39.113502246 ,  15719596
2023-08-22 07:11:59.36791946 +0000 UTC m=+39.097868612 ,  2023-08-22 07:11:59.383660617 +0000 UTC m=+39.113609769 ,  15740896
2023-08-22 07:11:59.367888802 +0000 UTC m=+39.097837964 ,  2023-08-22 07:11:59.383580215 +0000 UTC m=+39.113529357 ,  15691313
2023-08-22 07:11:59.367936161 +0000 UTC m=+39.097885324 ,  2023-08-22 07:11:59.383700231 +0000 UTC m=+39.113649373 ,  15763989
2023-08-22 07:11:59.367943205 +0000 UTC m=+39.097892367 ,  2023-08-22 07:11:59.383701293 +0000 UTC m=+39.113650465 ,  15757828
2023-08-22 07:11:59.367933997 +0000 UTC m=+39.097883159 ,  2023-08-22 07:11:59.383732773 +0000 UTC m=+39.113681935 ,  15798635
