3  listening on:  130.127.134.101:3001
3  sending request vote to the follower  4
3  sending request vote to the follower  2
3  sending request vote to the follower  1
3  sending request vote to the follower  0
Commit quorum changed successfully!, time:  1692685233004210587  commit quorum:  [4]
2023-08-22 06:21:14.038693087 +0000 UTC m=+56.217098020 ,  2023-08-22 06:21:14.12267181 +0000 UTC m=+56.301076723 ,  83978272
2023-08-22 06:21:14.038708726 +0000 UTC m=+56.217113649 ,  2023-08-22 06:21:14.12268772 +0000 UTC m=+56.301092633 ,  83978904
2023-08-22 06:21:14.038599771 +0000 UTC m=+56.217004674 ,  2023-08-22 06:21:14.12248603 +0000 UTC m=+56.300890953 ,  83886169
2023-08-22 06:21:14.0382705 +0000 UTC m=+56.216675413 ,  2023-08-22 06:21:14.12232149 +0000 UTC m=+56.300726403 ,  84050709
2023-08-22 06:21:14.038743141 +0000 UTC m=+56.217148054 ,  2023-08-22 06:21:14.122726032 +0000 UTC m=+56.301130945 ,  83982791
2023-08-22 06:21:14.038655426 +0000 UTC m=+56.217060349 ,  2023-08-22 06:21:14.122599694 +0000 UTC m=+56.301004607 ,  83943857
2023-08-22 06:21:14.038693067 +0000 UTC m=+56.217098000 ,  2023-08-22 06:21:14.122673533 +0000 UTC m=+56.301078456 ,  83980356
2023-08-22 06:21:14.038770643 +0000 UTC m=+56.217175566 ,  2023-08-22 06:21:14.122752101 +0000 UTC m=+56.301157014 ,  83981348
2023-08-22 06:21:14.038778628 +0000 UTC m=+56.217183551 ,  2023-08-22 06:21:14.122773582 +0000 UTC m=+56.301178495 ,  83994864
2023-08-22 06:21:14.03883274 +0000 UTC m=+56.217237663 ,  2023-08-22 06:21:14.122794111 +0000 UTC m=+56.301199034 ,  83961260
2023-08-22 06:21:14.03867909 +0000 UTC m=+56.217084014 ,  2023-08-22 06:21:14.122807927 +0000 UTC m=+56.301212840 ,  84128645
2023-08-22 06:21:14.038636741 +0000 UTC m=+56.217041664 ,  2023-08-22 06:21:14.12280962 +0000 UTC m=+56.301214543 ,  84172779
2023-08-22 06:21:14.038748792 +0000 UTC m=+56.217153705 ,  2023-08-22 06:21:14.122737133 +0000 UTC m=+56.301142036 ,  83988201
2023-08-22 06:21:14.038749363 +0000 UTC m=+56.217154276 ,  2023-08-22 06:21:14.122738376 +0000 UTC m=+56.301143289 ,  83988922
2023-08-22 06:21:14.038731219 +0000 UTC m=+56.217136142 ,  2023-08-22 06:21:14.122849435 +0000 UTC m=+56.301254348 ,  84117805
2023-08-22 06:21:14.038642341 +0000 UTC m=+56.217047264 ,  2023-08-22 06:21:14.122847651 +0000 UTC m=+56.301252565 ,  84205200
2023-08-22 06:21:14.038678149 +0000 UTC m=+56.217083092 ,  2023-08-22 06:21:14.122647675 +0000 UTC m=+56.301052588 ,  83969335
2023-08-22 06:21:14.038671867 +0000 UTC m=+56.217076780 ,  2023-08-22 06:21:14.122647905 +0000 UTC m=+56.301052818 ,  83975928
2023-08-22 06:21:14.0388115 +0000 UTC m=+56.217216423 ,  2023-08-22 06:21:14.122777259 +0000 UTC m=+56.301182182 ,  83965418
2023-08-22 06:21:14.038636891 +0000 UTC m=+56.217041834 ,  2023-08-22 06:21:14.122789091 +0000 UTC m=+56.301194004 ,  84152090
2023-08-22 06:21:14.038721781 +0000 UTC m=+56.217126704 ,  2023-08-22 06:21:14.12271439 +0000 UTC m=+56.301119303 ,  83992509
2023-08-22 06:21:14.038734495 +0000 UTC m=+56.217139418 ,  2023-08-22 06:21:14.122724339 +0000 UTC m=+56.301129242 ,  83989754
2023-08-22 06:21:14.03871043 +0000 UTC m=+56.217115333 ,  2023-08-22 06:21:14.122835238 +0000 UTC m=+56.301240151 ,  84124738
2023-08-22 06:21:14.038695081 +0000 UTC m=+56.217100014 ,  2023-08-22 06:21:14.122835368 +0000 UTC m=+56.301240291 ,  84140157
2023-08-22 06:21:14.038778428 +0000 UTC m=+56.217183351 ,  2023-08-22 06:21:14.122754877 +0000 UTC m=+56.301159790 ,  83976088
2023-08-22 06:21:14.038709648 +0000 UTC m=+56.217114571 ,  2023-08-22 06:21:14.12268769 +0000 UTC m=+56.301092613 ,  83977912
2023-08-22 06:21:14.038772376 +0000 UTC m=+56.217177299 ,  2023-08-22 06:21:14.122871787 +0000 UTC m=+56.301276690 ,  84099321
2023-08-22 06:21:14.03895461 +0000 UTC m=+56.217359533 ,  2023-08-22 06:21:14.122875404 +0000 UTC m=+56.301280327 ,  83920684
2023-08-22 06:21:14.038732902 +0000 UTC m=+56.217137815 ,  2023-08-22 06:21:14.122712216 +0000 UTC m=+56.301117129 ,  83979234
2023-08-22 06:21:14.151205834 +0000 UTC m=+56.329610747 ,  2023-08-22 06:21:14.265595389 +0000 UTC m=+56.444000282 ,  114389475
2023-08-22 06:21:14.151167913 +0000 UTC m=+56.329572826 ,  2023-08-22 06:21:14.26563299 +0000 UTC m=+56.444037913 ,  114464726
2023-08-22 06:21:14.151310221 +0000 UTC m=+56.329715134 ,  2023-08-22 06:21:14.265664329 +0000 UTC m=+56.444069242 ,  114353888
2023-08-22 06:21:14.151238776 +0000 UTC m=+56.329643689 ,  2023-08-22 06:21:14.265669669 +0000 UTC m=+56.444074572 ,  114430362
2023-08-22 06:21:14.151311844 +0000 UTC m=+56.329716767 ,  2023-08-22 06:21:14.265749219 +0000 UTC m=+56.444154132 ,  114437245
2023-08-22 06:21:14.151366216 +0000 UTC m=+56.329771130 ,  2023-08-22 06:21:14.265751864 +0000 UTC m=+56.444156787 ,  114385046
2023-08-22 06:21:14.151462358 +0000 UTC m=+56.329867281 ,  2023-08-22 06:21:14.265820253 +0000 UTC m=+56.444225166 ,  114357785
2023-08-22 06:21:14.151396944 +0000 UTC m=+56.329801877 ,  2023-08-22 06:21:14.265781089 +0000 UTC m=+56.444186012 ,  114383995
2023-08-22 06:21:14.151820282 +0000 UTC m=+56.330225195 ,  2023-08-22 06:21:14.265864266 +0000 UTC m=+56.444269179 ,  114043703
2023-08-22 06:21:14.151409438 +0000 UTC m=+56.329814361 ,  2023-08-22 06:21:14.265800295 +0000 UTC m=+56.444205218 ,  114390757
2023-08-22 06:21:14.151370705 +0000 UTC m=+56.329775628 ,  2023-08-22 06:21:14.265786299 +0000 UTC m=+56.444191192 ,  114415444
2023-08-22 06:21:14.151451477 +0000 UTC m=+56.329856390 ,  2023-08-22 06:21:14.265820113 +0000 UTC m=+56.444225026 ,  114368535
2023-08-22 06:21:14.151490461 +0000 UTC m=+56.329895394 ,  2023-08-22 06:21:14.265952773 +0000 UTC m=+56.444357696 ,  114461891
2023-08-22 06:21:14.151429035 +0000 UTC m=+56.329833948 ,  2023-08-22 06:21:14.265802509 +0000 UTC m=+56.444207402 ,  114373384
2023-08-22 06:21:14.152236908 +0000 UTC m=+56.330641811 ,  2023-08-22 06:21:14.266203575 +0000 UTC m=+56.444608498 ,  113966186
2023-08-22 06:21:14.151851952 +0000 UTC m=+56.330256875 ,  2023-08-22 06:21:14.266220868 +0000 UTC m=+56.444625791 ,  114368605
2023-08-22 06:21:14.152251365 +0000 UTC m=+56.330656278 ,  2023-08-22 06:21:14.266244793 +0000 UTC m=+56.444649696 ,  113993037
2023-08-22 06:21:14.152285209 +0000 UTC m=+56.330690132 ,  2023-08-22 06:21:14.266266634 +0000 UTC m=+56.444671557 ,  113981285
2023-08-22 06:21:14.152255102 +0000 UTC m=+56.330660025 ,  2023-08-22 06:21:14.266244282 +0000 UTC m=+56.444649185 ,  113988789
2023-08-22 06:21:14.152274088 +0000 UTC m=+56.330678981 ,  2023-08-22 06:21:14.266275591 +0000 UTC m=+56.444680504 ,  114001393
2023-08-22 06:21:14.152291531 +0000 UTC m=+56.330696444 ,  2023-08-22 06:21:14.266313853 +0000 UTC m=+56.444718756 ,  114022262
2023-08-22 06:21:14.152320345 +0000 UTC m=+56.330725268 ,  2023-08-22 06:21:14.266332558 +0000 UTC m=+56.444737461 ,  114012133
2023-08-22 06:21:14.152311208 +0000 UTC m=+56.330716121 ,  2023-08-22 06:21:14.266334041 +0000 UTC m=+56.444738954 ,  114022443
2023-08-22 06:21:14.152343448 +0000 UTC m=+56.330748342 ,  2023-08-22 06:21:14.266373516 +0000 UTC m=+56.444778439 ,  114029996
2023-08-22 06:21:14.152303874 +0000 UTC m=+56.330708797 ,  2023-08-22 06:21:14.266311048 +0000 UTC m=+56.444715951 ,  114007094
2023-08-22 06:21:14.15234403 +0000 UTC m=+56.330748953 ,  2023-08-22 06:21:14.26643435 +0000 UTC m=+56.444839253 ,  114090250
2023-08-22 06:21:14.152335934 +0000 UTC m=+56.330740877 ,  2023-08-22 06:21:14.266398372 +0000 UTC m=+56.444803296 ,  114062308
2023-08-22 06:21:14.152321868 +0000 UTC m=+56.330726761 ,  2023-08-22 06:21:14.266414593 +0000 UTC m=+56.444819496 ,  114092685
2023-08-22 06:21:14.152346594 +0000 UTC m=+56.330751528 ,  2023-08-22 06:21:14.266458816 +0000 UTC m=+56.444863719 ,  114112091
2023-08-22 06:21:14.152354119 +0000 UTC m=+56.330759042 ,  2023-08-22 06:21:14.26649267 +0000 UTC m=+56.444897563 ,  114138471
2023-08-22 06:21:14.152357014 +0000 UTC m=+56.330761937 ,  2023-08-22 06:21:14.266507027 +0000 UTC m=+56.444911940 ,  114149903
2023-08-22 06:21:14.15237633 +0000 UTC m=+56.330781224 ,  2023-08-22 06:21:14.266537755 +0000 UTC m=+56.444942658 ,  114161364
2023-08-22 06:21:14.152366933 +0000 UTC m=+56.330771846 ,  2023-08-22 06:21:14.266547073 +0000 UTC m=+56.444951966 ,  114179949
2023-08-22 06:21:14.153767092 +0000 UTC m=+56.332171985 ,  2023-08-22 06:21:14.266422788 +0000 UTC m=+56.444827702 ,  112655596
2023-08-22 06:21:14.152315356 +0000 UTC m=+56.330720279 ,  2023-08-22 06:21:14.266473554 +0000 UTC m=+56.444878447 ,  114158118
2023-08-22 06:21:14.152358036 +0000 UTC m=+56.330762959 ,  2023-08-22 06:21:14.266467663 +0000 UTC m=+56.444872556 ,  114109557
2023-08-22 06:21:14.15238668 +0000 UTC m=+56.330791613 ,  2023-08-22 06:21:14.266590084 +0000 UTC m=+56.444994977 ,  114203314
2023-08-22 06:21:14.153843486 +0000 UTC m=+56.332248379 ,  2023-08-22 06:21:14.26643939 +0000 UTC m=+56.444844293 ,  112595533
2023-08-22 06:21:14.154249922 +0000 UTC m=+56.332654825 ,  2023-08-22 06:21:14.266611785 +0000 UTC m=+56.445016678 ,  112361803
2023-08-22 06:21:14.152351995 +0000 UTC m=+56.330756918 ,  2023-08-22 06:21:14.266451012 +0000 UTC m=+56.444855905 ,  114098937
2023-08-22 06:21:14.152390738 +0000 UTC m=+56.330795661 ,  2023-08-22 06:21:14.26658286 +0000 UTC m=+56.444987753 ,  114192042
2023-08-22 06:21:14.154533397 +0000 UTC m=+56.332938290 ,  2023-08-22 06:21:14.266643334 +0000 UTC m=+56.445048237 ,  112109897
2023-08-22 06:21:14.152391589 +0000 UTC m=+56.330796512 ,  2023-08-22 06:21:14.266623777 +0000 UTC m=+56.445028680 ,  114232118
2023-08-22 06:21:14.154579824 +0000 UTC m=+56.332984727 ,  2023-08-22 06:21:14.266675074 +0000 UTC m=+56.445079977 ,  112094869
2023-08-22 06:21:14.154634237 +0000 UTC m=+56.333039130 ,  2023-08-22 06:21:14.266686606 +0000 UTC m=+56.445091499 ,  112052319
2023-08-22 06:21:14.154612666 +0000 UTC m=+56.333017569 ,  2023-08-22 06:21:14.266665766 +0000 UTC m=+56.445070670 ,  112052790
2023-08-22 06:21:14.15465208 +0000 UTC m=+56.333056973 ,  2023-08-22 06:21:14.266680945 +0000 UTC m=+56.445085838 ,  112028815
2023-08-22 06:21:14.154676496 +0000 UTC m=+56.333081399 ,  2023-08-22 06:21:14.266710521 +0000 UTC m=+56.445115424 ,  112033965
2023-08-22 06:21:14.15425916 +0000 UTC m=+56.332664053 ,  2023-08-22 06:21:14.266646059 +0000 UTC m=+56.445050962 ,  112386849
2023-08-22 06:21:14.154658923 +0000 UTC m=+56.333063816 ,  2023-08-22 06:21:14.266731801 +0000 UTC m=+56.445136704 ,  112072688
2023-08-22 06:21:14.294742629 +0000 UTC m=+56.473147542 ,  2023-08-22 06:21:14.377228118 +0000 UTC m=+56.555633011 ,  82485198
2023-08-22 06:21:14.294691172 +0000 UTC m=+56.473096075 ,  2023-08-22 06:21:14.377233678 +0000 UTC m=+56.555638581 ,  82542426
2023-08-22 06:21:14.294818252 +0000 UTC m=+56.473223175 ,  2023-08-22 06:21:14.377278272 +0000 UTC m=+56.555683195 ,  82459680
2023-08-22 06:21:14.294782965 +0000 UTC m=+56.473187878 ,  2023-08-22 06:21:14.377323958 +0000 UTC m=+56.555728851 ,  82540663
2023-08-22 06:21:14.294826026 +0000 UTC m=+56.473230950 ,  2023-08-22 06:21:14.377348615 +0000 UTC m=+56.555753508 ,  82522327
2023-08-22 06:21:14.294863557 +0000 UTC m=+56.473268480 ,  2023-08-22 06:21:14.377372229 +0000 UTC m=+56.555777142 ,  82508462
2023-08-22 06:21:14.294973074 +0000 UTC m=+56.473377997 ,  2023-08-22 06:21:14.377398358 +0000 UTC m=+56.555803261 ,  82425204
2023-08-22 06:21:14.295182128 +0000 UTC m=+56.473587051 ,  2023-08-22 06:21:14.377413006 +0000 UTC m=+56.555817909 ,  82230718
2023-08-22 06:21:14.29517257 +0000 UTC m=+56.473577493 ,  2023-08-22 06:21:14.377416673 +0000 UTC m=+56.555821596 ,  82243642
2023-08-22 06:21:14.295191175 +0000 UTC m=+56.473596098 ,  2023-08-22 06:21:14.377456869 +0000 UTC m=+56.555861792 ,  82265584
2023-08-22 06:21:14.295378097 +0000 UTC m=+56.473783020 ,  2023-08-22 06:21:14.377476896 +0000 UTC m=+56.555881799 ,  82098629
2023-08-22 06:21:14.294872995 +0000 UTC m=+56.473277918 ,  2023-08-22 06:21:14.377383721 +0000 UTC m=+56.555788624 ,  82510606
2023-08-22 06:21:14.295346057 +0000 UTC m=+56.473750970 ,  2023-08-22 06:21:14.377500942 +0000 UTC m=+56.555905865 ,  82154604
2023-08-22 06:21:14.295310159 +0000 UTC m=+56.473715072 ,  2023-08-22 06:21:14.377448212 +0000 UTC m=+56.555853125 ,  82137693
2023-08-22 06:21:14.294927718 +0000 UTC m=+56.473332641 ,  2023-08-22 06:21:14.377383921 +0000 UTC m=+56.555788814 ,  82456083
2023-08-22 06:21:14.295396141 +0000 UTC m=+56.473801044 ,  2023-08-22 06:21:14.377534214 +0000 UTC m=+56.555939128 ,  82137753
2023-08-22 06:21:14.295471183 +0000 UTC m=+56.473876086 ,  2023-08-22 06:21:14.377552228 +0000 UTC m=+56.555957121 ,  82080985
2023-08-22 06:21:14.294847617 +0000 UTC m=+56.473252540 ,  2023-08-22 06:21:14.377376597 +0000 UTC m=+56.555781500 ,  82528610
2023-08-22 06:21:14.29551217 +0000 UTC m=+56.473917073 ,  2023-08-22 06:21:14.377575142 +0000 UTC m=+56.555980065 ,  82062892
2023-08-22 06:21:14.295534021 +0000 UTC m=+56.473938954 ,  2023-08-22 06:21:14.377587355 +0000 UTC m=+56.555992248 ,  82053244
2023-08-22 06:21:14.29541676 +0000 UTC m=+56.473821693 ,  2023-08-22 06:21:14.377553731 +0000 UTC m=+56.555958664 ,  82136510
2023-08-22 06:21:14.295539662 +0000 UTC m=+56.473944585 ,  2023-08-22 06:21:14.377622952 +0000 UTC m=+56.556027865 ,  82083170
2023-08-22 06:21:14.295501991 +0000 UTC m=+56.473906914 ,  2023-08-22 06:21:14.37757965 +0000 UTC m=+56.555984573 ,  82077529
2023-08-22 06:21:14.295550101 +0000 UTC m=+56.473955004 ,  2023-08-22 06:21:14.377652247 +0000 UTC m=+56.556057140 ,  82102086
2023-08-22 06:21:14.295408965 +0000 UTC m=+56.473813888 ,  2023-08-22 06:21:14.377523544 +0000 UTC m=+56.555928437 ,  82114479
2023-08-22 06:21:14.295579627 +0000 UTC m=+56.473984560 ,  2023-08-22 06:21:14.37769626 +0000 UTC m=+56.556101153 ,  82116292
2023-08-22 06:21:14.295690917 +0000 UTC m=+56.474095840 ,  2023-08-22 06:21:14.377713532 +0000 UTC m=+56.556118425 ,  82022535
2023-08-22 06:21:14.295560481 +0000 UTC m=+56.473965404 ,  2023-08-22 06:21:14.377644031 +0000 UTC m=+56.556048924 ,  82083370
2023-08-22 06:21:14.294832248 +0000 UTC m=+56.473237151 ,  2023-08-22 06:21:14.377346801 +0000 UTC m=+56.555751704 ,  82514493
2023-08-22 06:21:14.295542828 +0000 UTC m=+56.473947741 ,  2023-08-22 06:21:14.377626579 +0000 UTC m=+56.556031502 ,  82083390
2023-08-22 06:21:14.295576661 +0000 UTC m=+56.473981584 ,  2023-08-22 06:21:14.377693485 +0000 UTC m=+56.556098388 ,  82116633
2023-08-22 06:21:14.29575097 +0000 UTC m=+56.474155893 ,  2023-08-22 06:21:14.377769308 +0000 UTC m=+56.556174201 ,  82017957
2023-08-22 06:21:14.295603272 +0000 UTC m=+56.474008185 ,  2023-08-22 06:21:14.377752686 +0000 UTC m=+56.556157579 ,  82149344
2023-08-22 06:21:14.295516177 +0000 UTC m=+56.473921100 ,  2023-08-22 06:21:14.377594719 +0000 UTC m=+56.555999642 ,  82078151
2023-08-22 06:21:14.295771108 +0000 UTC m=+56.474176031 ,  2023-08-22 06:21:14.377808091 +0000 UTC m=+56.556212994 ,  82036832
2023-08-22 06:21:14.295754537 +0000 UTC m=+56.474159460 ,  2023-08-22 06:21:14.377789295 +0000 UTC m=+56.556194218 ,  82034658
2023-08-22 06:21:14.295775877 +0000 UTC m=+56.474180800 ,  2023-08-22 06:21:14.377834 +0000 UTC m=+56.556238903 ,  82058052
2023-08-22 06:21:14.295842102 +0000 UTC m=+56.474247025 ,  2023-08-22 06:21:14.377846453 +0000 UTC m=+56.556251356 ,  82004000
2023-08-22 06:21:14.295752262 +0000 UTC m=+56.474157206 ,  2023-08-22 06:21:14.377798252 +0000 UTC m=+56.556203155 ,  82045899
2023-08-22 06:21:14.295880835 +0000 UTC m=+56.474285738 ,  2023-08-22 06:21:14.377868094 +0000 UTC m=+56.556272997 ,  81987209
2023-08-22 06:21:14.29593138 +0000 UTC m=+56.474336313 ,  2023-08-22 06:21:14.37789241 +0000 UTC m=+56.556297303 ,  81960940
2023-08-22 06:21:14.29583587 +0000 UTC m=+56.474240793 ,  2023-08-22 06:21:14.377848487 +0000 UTC m=+56.556253380 ,  82012457
2023-08-22 06:21:14.295966356 +0000 UTC m=+56.474371289 ,  2023-08-22 06:21:14.377917777 +0000 UTC m=+56.556322680 ,  81951071
2023-08-22 06:21:14.296013324 +0000 UTC m=+56.474418248 ,  2023-08-22 06:21:14.377919491 +0000 UTC m=+56.556324414 ,  81905765
2023-08-22 06:21:14.295816293 +0000 UTC m=+56.474221216 ,  2023-08-22 06:21:14.377830202 +0000 UTC m=+56.556235095 ,  82013509
2023-08-22 06:21:14.295933865 +0000 UTC m=+56.474338798 ,  2023-08-22 06:21:14.377894574 +0000 UTC m=+56.556299467 ,  81960448
2023-08-22 06:21:14.295766329 +0000 UTC m=+56.474171252 ,  2023-08-22 06:21:14.377813361 +0000 UTC m=+56.556218274 ,  82046711
2023-08-22 06:21:14.295872048 +0000 UTC m=+56.474276961 ,  2023-08-22 06:21:14.37787132 +0000 UTC m=+56.556276213 ,  81999202
2023-08-22 06:21:14.296336484 +0000 UTC m=+56.474741377 ,  2023-08-22 06:21:14.377937986 +0000 UTC m=+56.556342879 ,  81601361
2023-08-22 06:21:14.295733918 +0000 UTC m=+56.474138841 ,  2023-08-22 06:21:14.377763597 +0000 UTC m=+56.556168500 ,  82029609
2023-08-22 06:21:14.406333138 +0000 UTC m=+56.584738031 ,  2023-08-22 06:21:14.520280229 +0000 UTC m=+56.698685122 ,  113946941
2023-08-22 06:21:14.406338478 +0000 UTC m=+56.584743371 ,  2023-08-22 06:21:14.520277644 +0000 UTC m=+56.698682537 ,  113939116
2023-08-22 06:21:14.406388322 +0000 UTC m=+56.584793215 ,  2023-08-22 06:21:14.520315546 +0000 UTC m=+56.698720469 ,  113926933
2023-08-22 06:21:14.406352976 +0000 UTC m=+56.584757889 ,  2023-08-22 06:21:14.520349079 +0000 UTC m=+56.698754012 ,  113995782
2023-08-22 06:21:14.406405745 +0000 UTC m=+56.584810658 ,  2023-08-22 06:21:14.520421966 +0000 UTC m=+56.698826889 ,  114015921
2023-08-22 06:21:14.406430161 +0000 UTC m=+56.584835074 ,  2023-08-22 06:21:14.52048743 +0000 UTC m=+56.698892353 ,  114057129
2023-08-22 06:21:14.40639753 +0000 UTC m=+56.584802433 ,  2023-08-22 06:21:14.520382131 +0000 UTC m=+56.698787024 ,  113984191
2023-08-22 06:21:14.406444889 +0000 UTC m=+56.584849802 ,  2023-08-22 06:21:14.52053512 +0000 UTC m=+56.698940053 ,  114090131
2023-08-22 06:21:14.406473513 +0000 UTC m=+56.584878416 ,  2023-08-22 06:21:14.520563533 +0000 UTC m=+56.698968426 ,  114089950
2023-08-22 06:21:14.406428047 +0000 UTC m=+56.584832940 ,  2023-08-22 06:21:14.520489093 +0000 UTC m=+56.698894016 ,  114060916
2023-08-22 06:21:14.40657807 +0000 UTC m=+56.584982993 ,  2023-08-22 06:21:14.52058858 +0000 UTC m=+56.698993483 ,  114010420
2023-08-22 06:21:14.406405194 +0000 UTC m=+56.584810117 ,  2023-08-22 06:21:14.520369908 +0000 UTC m=+56.698774801 ,  113964634
2023-08-22 06:21:14.406890068 +0000 UTC m=+56.585294971 ,  2023-08-22 06:21:14.520615 +0000 UTC m=+56.699019893 ,  113724872
2023-08-22 06:21:14.406903113 +0000 UTC m=+56.585308016 ,  2023-08-22 06:21:14.520625811 +0000 UTC m=+56.699030714 ,  113722617
2023-08-22 06:21:14.406528687 +0000 UTC m=+56.584933610 ,  2023-08-22 06:21:14.520604681 +0000 UTC m=+56.699009604 ,  114075493
2023-08-22 06:21:14.40692808 +0000 UTC m=+56.585332973 ,  2023-08-22 06:21:14.520652691 +0000 UTC m=+56.699057594 ,  113724571
2023-08-22 06:21:14.406947085 +0000 UTC m=+56.585352009 ,  2023-08-22 06:21:14.520666487 +0000 UTC m=+56.699071380 ,  113719321
2023-08-22 06:21:14.406474224 +0000 UTC m=+56.584879127 ,  2023-08-22 06:21:14.520549527 +0000 UTC m=+56.698954420 ,  114075223
2023-08-22 06:21:14.40694955 +0000 UTC m=+56.585354453 ,  2023-08-22 06:21:14.520695101 +0000 UTC m=+56.699099994 ,  113745491
2023-08-22 06:21:14.406955081 +0000 UTC m=+56.585359974 ,  2023-08-22 06:21:14.520705861 +0000 UTC m=+56.699110765 ,  113750740
2023-08-22 06:21:14.406910657 +0000 UTC m=+56.585315550 ,  2023-08-22 06:21:14.520638014 +0000 UTC m=+56.699042907 ,  113727307
2023-08-22 06:21:14.408613116 +0000 UTC m=+56.587018009 ,  2023-08-22 06:21:14.520725278 +0000 UTC m=+56.699130171 ,  112112112
2023-08-22 06:21:14.406969287 +0000 UTC m=+56.585374180 ,  2023-08-22 06:21:14.520751117 +0000 UTC m=+56.699156020 ,  113781790
2023-08-22 06:21:14.40697598 +0000 UTC m=+56.585380893 ,  2023-08-22 06:21:14.520768149 +0000 UTC m=+56.699173042 ,  113792099
2023-08-22 06:21:14.406942998 +0000 UTC m=+56.585347891 ,  2023-08-22 06:21:14.520666437 +0000 UTC m=+56.699071330 ,  113723068
2023-08-22 06:21:14.406975229 +0000 UTC m=+56.585380122 ,  2023-08-22 06:21:14.520679412 +0000 UTC m=+56.699084305 ,  113704123
2023-08-22 06:21:14.406941735 +0000 UTC m=+56.585346628 ,  2023-08-22 06:21:14.520801442 +0000 UTC m=+56.699206355 ,  113859586
2023-08-22 06:21:14.408206489 +0000 UTC m=+56.586611392 ,  2023-08-22 06:21:14.520826669 +0000 UTC m=+56.699231562 ,  112620120
2023-08-22 06:21:14.408133241 +0000 UTC m=+56.586538144 ,  2023-08-22 06:21:14.520827851 +0000 UTC m=+56.699232774 ,  112694290
2023-08-22 06:21:14.406458895 +0000 UTC m=+56.584863818 ,  2023-08-22 06:21:14.520523979 +0000 UTC m=+56.698928912 ,  114064974
2023-08-22 06:21:14.40844535 +0000 UTC m=+56.586850253 ,  2023-08-22 06:21:14.520875341 +0000 UTC m=+56.699280264 ,  112429901
2023-08-22 06:21:14.406951925 +0000 UTC m=+56.585356818 ,  2023-08-22 06:21:14.520707745 +0000 UTC m=+56.699112648 ,  113755770
2023-08-22 06:21:14.408488491 +0000 UTC m=+56.586893394 ,  2023-08-22 06:21:14.520904937 +0000 UTC m=+56.699309830 ,  112416386
2023-08-22 06:21:14.406508118 +0000 UTC m=+56.584913031 ,  2023-08-22 06:21:14.520568673 +0000 UTC m=+56.698973566 ,  114060465
2023-08-22 06:21:14.408735797 +0000 UTC m=+56.587140720 ,  2023-08-22 06:21:14.520924714 +0000 UTC m=+56.699329617 ,  112188847
2023-08-22 06:21:14.40693867 +0000 UTC m=+56.585343593 ,  2023-08-22 06:21:14.520653883 +0000 UTC m=+56.699058777 ,  113715133
2023-08-22 06:21:14.406499211 +0000 UTC m=+56.584904134 ,  2023-08-22 06:21:14.520570496 +0000 UTC m=+56.698975389 ,  114071115
2023-08-22 06:21:14.406996809 +0000 UTC m=+56.585401712 ,  2023-08-22 06:21:14.520770233 +0000 UTC m=+56.699175126 ,  113773364
2023-08-22 06:21:14.407006578 +0000 UTC m=+56.585411471 ,  2023-08-22 06:21:14.520805449 +0000 UTC m=+56.699210342 ,  113798821
2023-08-22 06:21:14.406411045 +0000 UTC m=+56.584815948 ,  2023-08-22 06:21:14.520433167 +0000 UTC m=+56.698838091 ,  114021832
2023-08-22 06:21:14.406955451 +0000 UTC m=+56.585360344 ,  2023-08-22 06:21:14.520697005 +0000 UTC m=+56.699101908 ,  113741504
2023-08-22 06:21:14.408374246 +0000 UTC m=+56.586779139 ,  2023-08-22 06:21:14.520847288 +0000 UTC m=+56.699252191 ,  112472992
2023-08-22 06:21:14.40830226 +0000 UTC m=+56.586707163 ,  2023-08-22 06:21:14.520854271 +0000 UTC m=+56.699259174 ,  112551941
2023-08-22 06:21:14.4084192 +0000 UTC m=+56.586824103 ,  2023-08-22 06:21:14.520883116 +0000 UTC m=+56.699288009 ,  112463855
2023-08-22 06:21:14.406923541 +0000 UTC m=+56.585328454 ,  2023-08-22 06:21:14.520633665 +0000 UTC m=+56.699038558 ,  113710054
2023-08-22 06:21:14.408518237 +0000 UTC m=+56.586923130 ,  2023-08-22 06:21:14.520905367 +0000 UTC m=+56.699310261 ,  112386850
2023-08-22 06:21:14.408584782 +0000 UTC m=+56.586989685 ,  2023-08-22 06:21:14.520735958 +0000 UTC m=+56.699140851 ,  112150866
2023-08-22 06:21:14.408665565 +0000 UTC m=+56.587070468 ,  2023-08-22 06:21:14.520929102 +0000 UTC m=+56.699334005 ,  112263477
2023-08-22 06:21:14.406969598 +0000 UTC m=+56.585374511 ,  2023-08-22 06:21:14.520754613 +0000 UTC m=+56.699159506 ,  113784945
2023-08-22 06:21:14.406968185 +0000 UTC m=+56.585373088 ,  2023-08-22 06:21:14.520679642 +0000 UTC m=+56.699084535 ,  113711407
2023-08-22 06:21:14.549186435 +0000 UTC m=+56.727591348 ,  2023-08-22 06:21:14.634023916 +0000 UTC m=+56.812428809 ,  84837361
2023-08-22 06:21:14.549225488 +0000 UTC m=+56.727630391 ,  2023-08-22 06:21:14.634030569 +0000 UTC m=+56.812435492 ,  84804720
2023-08-22 06:21:14.549277897 +0000 UTC m=+56.727682820 ,  2023-08-22 06:21:14.634077137 +0000 UTC m=+56.812482030 ,  84798939
